"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-09"",4.02,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-10"",3.89,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-11"",3.78,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-12"",3.58,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-01"",3.56,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-02"",3.54,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-03"",3.7,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-04"",3.48,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-05"",3.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-06"",3.13,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-07"",3.2,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-08"",3.23,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-09"",3.07,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-10"",3.24,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-11"",3.45,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-12"",3.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-01"",3.32,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-02"",3.47,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-03"",3.64,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-04"",3.89,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-05"",3.96,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-06"",3.96,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-07"",4.01,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-08"",3.88,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-09"",3.75,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-10"",3.79,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-11"",3.71,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-12"",3.77,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-01"",4.02,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-02"",4.05,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-03"",3.94,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-04"",4.15,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-05"",4.28,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-06"",4.56,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-07"",4.5,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-08"",4.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-09"",4.22,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-10"",4.28,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-11"",4.09,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-12"",4.21,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-01"",4.03,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-02"",3.95,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-03"",3.8,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-04"",4.04,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-05"",4.2,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-06"",4.52,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-07"",4.49,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-08"",4.2,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-09"",4.09,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-10"",3.88,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-11"",3.56,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-12"",3.05,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-01"",3.07,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-02"",3.13,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-03"",3.02,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-04"",3.13,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-05"",3.37,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-06"",3.47,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-07"",3.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-08"",3.31,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-09"",3.26,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-10"",3.21,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-11"",3.22,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-12"",3.14,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-01"",3.26,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-02"",3.17,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-03"",3.1,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-04"",3.06,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-05"",2.73,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-06"",2.54,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-07"",2.62,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-08"",2.35,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-09"",2.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-10"",2.35,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-11"",2.53,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-12"",2.91,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-01"",3.02,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-02"",3.2,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-03"",3.21,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-04"",3.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-05"",3.06,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-06"",2.89,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-07"",2.74,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-08"",2.21,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-09"",1.83,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-10"",2,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-11"",1.87,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-12"",1.93,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-01"",1.82,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-02"",1.85,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-03"",1.83,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-04"",1.62,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-05"",1.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-06"",1.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-07"",1.24,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-08"",1.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-09"",1.49,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-10"",1.47,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-11"",1.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-12"",1.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-01"",1.51,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-02"",1.54,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-03"",1.35,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-04"",1.2,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-05"",1.29,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-06"",1.53,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-07"",1.56,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-08"",1.73,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-09"",1.89,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-10"",1.76,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-11"",1.68,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2013-12"",1.8,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-01"",1.76,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-02"",1.56,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-03"",1.51,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-04"",1.46,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-05"",1.33,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-06"",1.26,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-07"",1.11,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-08"",0.95,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-09"",0.92,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-10"",0.79,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-11"",0.72,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2014-12"",0.59,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-01"",0.39,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-02"",0.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-03"",0.23,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-04"",0.12,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-05"",0.56,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-06"",0.79,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-07"",0.71,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-08"",0.61,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-09"",0.65,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-10"",0.52,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-11"",0.52,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2015-12"",0.55,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-01"",0.43,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-02"",0.17,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-03"",0.17,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-04"",0.13,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-05"",0.13,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-06"",-0.02,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-07"",-0.15,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-08"",-0.13,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-09"",-0.09,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-10"",0,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-11"",0.19,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2016-12"",0.25,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-01"",0.25,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-02"",0.26,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-03"",0.35,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-04"",0.22,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-05"",0.34,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-06"",0.25,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-07"",0.46,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-08"",0.35,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-09"",0.35,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-10"",0.37,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-11"",0.31,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2017-12"",0.3,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-01"",0.47,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-02"",0.66,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-03"",0.53,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-04"",0.48,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-05"",0.45,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-06"",0.33,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-07"",0.28,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-08"",0.29,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-09"",0.37,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-10"",0.4,"
"DEU,""LTINT"",""TOT"",""PC_PA"",""M"",""2018-11"",0.31,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-05"",11.1,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-06"",11.2,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-07"",11.8,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-08"",11.7,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-09"",10.9,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-10"",12.24,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-11"",12.2,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2000-12"",11.65,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-01"",11,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-02"",11,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-03"",9.94,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-04"",10.89,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-05"",11.23,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-06"",11.36,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-07"",10.67,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-08"",10.02,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-09"",9.12,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-10"",9.26,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-11"",10.1,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2001-12"",9.72,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-01"",9.47,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-02"",9.3,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-03"",9.1,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-04"",8.6,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-05"",8.55,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-06"",8.3,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-07"",8.19,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-08"",7.4529,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-09"",6.9551,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-10"",6.5993,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-11"",6.4998,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2002-12"",6.4998,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-01"",6.3,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-02"",6.2993,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-03"",5.7034,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-04"",7.03,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-05"",6.6,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-06"",6.8,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-07"",6.8,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-08"",6.5416,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-09"",6.2511,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-10"",6.9,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-11"",7.1,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2003-12"",7.5,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-01"",7.3,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-02"",7,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-03"",6.78,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-04"",6.84,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-05"",7.57,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-06"",7.6,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-07"",7.66,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-08"",7.74,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-09"",7.63,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-10"",7.7,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-11"",7.95,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2004-12"",8.13,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-01"",8.35,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-02"",8.62,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-03"",8.8,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-04"",9,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-05"",9.1,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-06"",9.06,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-07"",8.99,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-08"",8.99,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-09"",9,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-10"",7.7892,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-11"",8,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2005-12"",7.9441,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-01"",8.3145,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-02"",7.9875,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-03"",9.1446,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-04"",10.3908,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-05"",9.8695,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-06"",10.2938,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-07"",8.9114,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-08"",7.962,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-09"",7.8095,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-10"",7.989,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-11"",8.4411,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2006-12"",8.8531,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-01"",8.3053,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-02"",8.7824,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-03"",9.051656,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-04"",9.180021,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-05"",9.225326,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-06"",9.07,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-07"",9.48,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-08"",9.63,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-09"",9.52,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-10"",10.19,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-11"",10.38,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2007-12"",10.22,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-01"",9.51545,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-02"",9.7949,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-03"",12.34739,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-04"",11.70733,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-05"",9.627549,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-06"",10.24404,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-07"",10.71123,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-08"",10.59709,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-09"",9.038738,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-10"",15.00874,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-11"",13.43358,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2008-12"",10.79288,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-01"",9.070545,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-02"",9.164778,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-03"",8.81,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-04"",8.05,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-05"",7.31,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-06"",8.4,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-07"",8.64,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-08"",8.14,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-09"",8.1,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-10"",7.73,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-11"",7.88,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2009-12"",7.78,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-01"",7.65,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-02"",7.36,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-03"",6.83,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-04"",6.46,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-05"",6.05,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-06"",5.66,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-07"",5.64,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-08"",5.06,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-09"",5.79,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-10"",6.25,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-11"",5.26,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2010-12"",5.02,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-01"",4.99,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-02"",5.37,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-03"",5.37,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-04"",5.81,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-05"",6.88,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-06"",6.44,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-07"",6.6,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-08"",6.73,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-09"",6.22,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-10"",5.96,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-11"",5.58,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2011-12"",5.79,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-01"",6.06,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-02"",6.27,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-03"",6.45,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-04"",6.66,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-05"",6.38,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-06"",6.29,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-07"",6.11,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-08"",6.04,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-09"",6.18,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-10"",5.94,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-11"",5.91,"
"ISL,""LTINT"",""TOT"",""PC_PA"",""M"",""2012-12"",6.04,"
